acceptedScientificName,acceptedScientificNameID,class,data_source_title,family,genus,is_known_name,kingdom,order,phylum,scientificName,scientificNameID,species,supplied_name_string
"Neomaskellia bergii (Signoret, 1868)",4771618,Insecta,GBIF Backbone Taxonomy,Aleyrodidae,Neomaskellia,True,Animalia,Hemiptera,Arthropoda,"Neomaskellia bergii (Signoret, 1868)",4771618,Neomaskellia bergii,Neomaskellia bergii
"Annona Distant, 1884",3265552,Insecta,GBIF Backbone Taxonomy,Miridae,Annona,True,Animalia,Hemiptera,Arthropoda,"Annona Distant, 1884",3265552,,Annona
"Parasaissetia nigra (Nietner, 1861)",8198400,Insecta,GBIF Backbone Taxonomy,Coccidae,Parasaissetia,True,Animalia,Hemiptera,Arthropoda,"Saissetia nigra Hall, 1922",8132178,Parasaissetia nigra,Saissetia nigra
"Kallitaxila crini (Matsumura, 1914)",8142925,Insecta,GBIF Backbone Taxonomy,Tropiduchidae,Kallitaxila,True,Animalia,Hemiptera,Arthropoda,"Kallitaxila crini (Matsumura, 1914)",8142925,Kallitaxila crini,Kallitaxila crini
"Lepidosaphes palauensis Beardsley, 1966",2089286,Insecta,GBIF Backbone Taxonomy,Diaspididae,Lepidosaphes,True,Animalia,Hemiptera,Arthropoda,"Lepidosaphes palauensis Beardsley, 1966",2089286,Lepidosaphes palauensis,Lepidosaphes palauensis
Saccharum officinarum L.,2703912,Liliopsida,GBIF Backbone Taxonomy,Poaceae,Saccharum,True,Plantae,Poales,Tracheophyta,Saccharum officinarum L.,2703912,Saccharum officinarum,Saccharum officinarum
"Anoronotum rufum Arrow, 1939",1075692,Insecta,GBIF Backbone Taxonomy,Dynastidae,Anoronotum,True,Animalia,Coleoptera,Arthropoda,"Anoronotum rufum Arrow, 1939",1075692,Anoronotum rufum,Anoronotum rufum
"Gonocephalum Solier, 1834",1045882,Insecta,GBIF Backbone Taxonomy,Tenebrionidae,Gonocephalum,True,Animalia,Coleoptera,Arthropoda,"Gonocephalum Solier, 1834",1045882,,Gonocephalum
"Aspidiella sacchari (Cockerell, 1893)",2083429,Insecta,GBIF Backbone Taxonomy,Diaspididae,Aspidiella,True,Animalia,Hemiptera,Arthropoda,"Aspidiella sacchari (Cockerell, 1893)",2083429,Aspidiella sacchari,Aspidiella sacchari
"Odonaspis saccharicaulis (Zehntner, 1897)",7825135,Insecta,GBIF Backbone Taxonomy,Diaspididae,Odonaspis,True,Animalia,Hemiptera,Arthropoda,"Odonaspis saccharicaulis Ben-Dov, 1988",8345119,Odonaspis saccharicaulis,Odonaspis saccharicaulis
"Raivuna graminea (Fabricius, 1803)",2052566,Insecta,GBIF Backbone Taxonomy,Dictyopharidae,Raivuna,True,Animalia,Hemiptera,Arthropoda,"Chanithus gramineus (Fabricius, 1803)",2052567,Raivuna graminea,Chanithus gramineus
"Ugyops annulipes (Stål, 1854)",8144750,Insecta,GBIF Backbone Taxonomy,Delphacidae,Ugyops,True,Animalia,Hemiptera,Arthropoda,"Ugyops annulipes (Stål, 1854)",8144750,Ugyops annulipes,Ugyops annulipes
"Aulacaspis madiunensis (Zehntner, 1898)",2087713,Insecta,GBIF Backbone Taxonomy,Diaspididae,Aulacaspis,True,Animalia,Hemiptera,Arthropoda,"Aulacaspis madiunensis (Zehntner, 1898)",2087713,Aulacaspis madiunensis,Aulacaspis madiunensis
"Aulacaspis tegalensis (Zehntner, 1898)",8253812,Insecta,GBIF Backbone Taxonomy,Diaspididae,Aulacaspis,True,Animalia,Hemiptera,Arthropoda,"Aulacaspis tegalensis (Zehntner, 1898)",8253812,Aulacaspis tegalensis,Aulacaspis tegalensis
"Perkinsiella thompsoni Muir, 1913",5156511,Insecta,GBIF Backbone Taxonomy,Delphacidae,Perkinsiella,True,Animalia,Hemiptera,Arthropoda,"Perkinsiella thompsoni Muir, 1913",5156511,Perkinsiella thompsoni,Perkinsiella thompsoni
Ipomoea batatas (L.) Lam.,2928551,Magnoliopsida,GBIF Backbone Taxonomy,Convolvulaceae,Ipomoea,True,Plantae,Solanales,Tracheophyta,Ipomoea batatas (L.) Poir.,7624566,Ipomoea batatas,Ipomoea batatas
"Nanyozo viridilineatus Kono, 1942",7733031,Insecta,GBIF Backbone Taxonomy,Curculionidae,Nanyozo,False,Animalia,Coleoptera,Arthropoda,"Nanyozo viridilineatus Kono, 1942",7733031,Nanyozo viridilineatus,Nanyozo viridipictus
Colasposoma metallicum,129578798,,Index to Organism Names,,,True,,,,Colasposoma metallicum,129578798,,Colasposoma metallicum
"Cryptorhynchus postfasciatus Fairmaire, 1849",1194463,Insecta,GBIF Backbone Taxonomy,Curculionidae,Cryptorhynchus,True,Animalia,Coleoptera,Arthropoda,"Euscepes postfasciatus (Fairmaire, 1849)",4292199,Cryptorhynchus postfasciatus,Euscepes postfasciatus
"Sphaeropterus Guérin-Ménéville in Duperry, 1838",1191527,Insecta,GBIF Backbone Taxonomy,Curculionidae,Sphaeropterus,True,Animalia,Coleoptera,Arthropoda,"Sphaeropterus Guérin-Ménéville in Duperry, 1838",1191527,,Sphaeropterus
"Cylas formicarius (Fabricius, 1798)",1171601,Insecta,GBIF Backbone Taxonomy,Brentidae,Cylas,True,Animalia,Coleoptera,Arthropoda,"Cylas formicarius (Fabricius, 1798)",1171601,Cylas formicarius,Cylas formicarius
"Chaetocnema confinis Crotch, 1873",4990564,Insecta,GBIF Backbone Taxonomy,Chrysomelidae,Chaetocnema,True,Animalia,Coleoptera,Arthropoda,"Chaetocnema confinis Crotch, 1873",4990564,Chaetocnema confinis,Chaetocnema confinis
Metriona circumdata,126498746,,Index to Organism Names,,,True,,,,Metriona circumdata,126498746,,Metriona circumdata
"Zanchius fragilis Usinger, 1946",7747800,Insecta,GBIF Backbone Taxonomy,Miridae,Zanchius,True,Animalia,Hemiptera,Arthropoda,"Zanchius fragilis Usinger, 1946",7747800,Zanchius fragilis,Zanchius fragilis
"Lepidosaphes Shimer, 1898",2088966,Insecta,GBIF Backbone Taxonomy,Diaspididae,Lepidosaphes,True,Animalia,Hemiptera,Arthropoda,"Lepidosaphes Shimer, 1898",2088966,,Lepidosaphes
"Pachyzancla Meyrick, 1884",4705014,Insecta,GBIF Backbone Taxonomy,,Pachyzancla,False,Animalia,Lepidoptera,Arthropoda,"Pachyzancla Meyrick, 1884",4705014,,Pachyzancla nipponalis
Precis villida,127591809,,Index to Organism Names,,,True,,,,Precis villida,127591809,,Precis villida
"Hypolimnas bolina Linnaeus, 1758",1910629,Insecta,GBIF Backbone Taxonomy,Nymphalidae,Hypolimnas,True,Animalia,Lepidoptera,Arthropoda,"Hypolimnas bolina Linnaeus, 1758",1910629,Hypolimnas bolina,Hypolimnas bolina
"Hippotion swinhoei Moore, 1862",1862290,Insecta,GBIF Backbone Taxonomy,Sphingidae,Hippotion,True,Animalia,Lepidoptera,Arthropoda,"Hippotion swinhoei Moore, 1862",1862290,Hippotion swinhoei,Hippotion swinhoei
"Gryllotalpa Latreille, 1802",1716116,Insecta,GBIF Backbone Taxonomy,Gryllotalpidae,Gryllotalpa,True,Animalia,Orthoptera,Arthropoda,"Gryllotalpa Latreille, 1802",1716116,,Gryllotalpa
Colocasia esculenta (L.) Schott,5330776,Liliopsida,GBIF Backbone Taxonomy,Araceae,Colocasia,True,Plantae,Alismatales,Tracheophyta,Colocasia esculenta (L.) Schott,5330776,Colocasia esculenta,Colocasia esculenta
"Atactus deplanatus Faust, J., 1897",5021658,Insecta,GBIF Backbone Taxonomy,Curculionidae,Atactus,True,Animalia,Coleoptera,Arthropoda,"Atactus deplanatus Faust, J., 1897",5021658,Atactus deplanatus,Atactus deplanatus
"Tarophagus proserpina (Kirkaldy, 1907)",2054155,Insecta,GBIF Backbone Taxonomy,Delphacidae,Tarophagus,True,Animalia,Hemiptera,Arthropoda,"Tarophagus proserpina (Kirkaldy, 1907)",2054155,Tarophagus proserpina,Tarophagus proserpina
"Hippotion celerio Linnaeus, 1758",1862293,Insecta,GBIF Backbone Taxonomy,Sphingidae,Hippotion,True,Animalia,Lepidoptera,Arthropoda,"Hippotion celerio Linnaeus, 1758",1862293,Hippotion celerio,Hippotion celerio
"Theretra pinastrina Martyn, 1797",1862478,Insecta,GBIF Backbone Taxonomy,Sphingidae,Theretra,True,Animalia,Lepidoptera,Arthropoda,"Theretra pinastrina Martyn, 1797",1862478,Theretra pinastrina,Theretra pinastrina
Cyrtosperma Griff.,2871901,Liliopsida,GBIF Backbone Taxonomy,Araceae,Cyrtosperma,True,Plantae,Alismatales,Tracheophyta,Cyrtosperma Griff.,2871901,,Cyrtosperma
"Pseudococcus macrocirculus Beardsley, 1966",2095250,Insecta,GBIF Backbone Taxonomy,Pseudococcidae,Pseudococcus,True,Animalia,Hemiptera,Arthropoda,"Pseudococcus macrocirculus Beardsley, 1966",2095250,Pseudococcus macrocirculus,Pseudococcus macrocirculus
Solanum lycopersicum L.,2930137,Magnoliopsida,GBIF Backbone Taxonomy,Solanaceae,Solanum,True,Plantae,Solanales,Tracheophyta,Lycopersicon esculentum Mill.,2930181,Solanum lycopersicum,Lycopersicon esculentum
"Nesidiocoris tenuis (Reuter, 1895)",2009189,Insecta,GBIF Backbone Taxonomy,Miridae,Nesidiocoris,True,Animalia,Hemiptera,Arthropoda,"Cyrtopeltis tenuis Reuter, 1895",2009190,Nesidiocoris tenuis,Cyrtopeltis tenuis
Nesophrosyne argentatus,4775334,Insecta,GBIF Backbone Taxonomy,Cicadellidae,Nesophrosyne,True,Animalia,Hemiptera,Arthropoda,Nesophrosyne argentatus,4775334,Nesophrosyne argentatus,Nesophrosyne argentatus
Terminalia L.,3189387,Magnoliopsida,GBIF Backbone Taxonomy,Combretaceae,Terminalia,True,Plantae,Myrtales,Tracheophyta,Terminalia L.,3189387,,Terminalia
"Trigonops Guérin-Ménéville, 1841",1225109,Insecta,GBIF Backbone Taxonomy,Curculionidae,Trigonops,False,Animalia,Coleoptera,Arthropoda,"Trigonops Guérin-Ménéville, 1841",1225109,,Trigonops vulgaris
"Dialeurodes kirkaldyi (Kotinsky, 1907)",2012142,Insecta,GBIF Backbone Taxonomy,Aleyrodidae,Dialeurodes,True,Animalia,Hemiptera,Arthropoda,"Dialeurodes kirkaldyi (Kotinsky, 1907)",2012142,Dialeurodes kirkaldyi,Dialeurodes kirkaldyi
"Badamia exclamationis Fabricius, 1775",5142067,Insecta,GBIF Backbone Taxonomy,Hesperiidae,Badamia,True,Animalia,Lepidoptera,Arthropoda,"Badamia exclamationis Fabricius, 1775",5142067,Badamia exclamationis,Badamia exclamationis
"Anua coronata Fabricius, 1775",1779516,Insecta,GBIF Backbone Taxonomy,Noctuidae,Anua,True,Animalia,Lepidoptera,Arthropoda,"Anua coronata Fabricius, 1775",1779516,Anua coronata,Anua coronata
Psophocarpus tetragonolobus (L.) DC.,2944683,Magnoliopsida,GBIF Backbone Taxonomy,Fabaceae,Psophocarpus,False,Plantae,Fabales,Tracheophyta,Psophocarpus tetragonolobus (L.) DC.,2944683,Psophocarpus tetragonolobus,Psophocarpus tetragonalubus
"Tetranychus neocaledonicus André, 1933",2130146,Arachnida,GBIF Backbone Taxonomy,Tetranychidae,Tetranychus,True,Animalia,Prostigmata,Arthropoda,"Tetranychus neocaledonicus André, 1933",2130146,Tetranychus neocaledonicus,Tetranychus neocaledonicus
Dioscorea,8223036,Liliopsida,GBIF Backbone Taxonomy,Dioscoreaceae,Dioscorea,True,Plantae,Dioscoreales,Tracheophyta,Dioscorea,8223036,Dioscorea,Dioscorea
"Theretra nessus Drury, 1773",1862475,Insecta,GBIF Backbone Taxonomy,Sphingidae,Theretra,True,Animalia,Lepidoptera,Arthropoda,"Theretra nessus Drury, 1773",1862475,Theretra nessus,Theretra nessus
